Num_Children,Group,Income,Own_Car,Own_Housing,Target
5,0,79963,1,0,0
3,1,79963,1,0,0
4,1,79962,1,0,0
1,0,79962,0,0,0
0,0,79962,1,0,0
1,0,79962,0,1,0
0,0,79962,1,0,0
2,1,79962,1,0,1
0,1,79962,1,0,0
0,1,79962,1,1,1
3,0,79962,0,0,0
0,1,79962,1,1,1
5,1,79961,1,1,1
2,0,79961,1,1,0
2,0,79961,1,1,0
2,0,79961,0,0,0
2,1,79961,1,1,1
2,0,79961,0,1,0
2,0,79960,1,1,0
4,1,79960,1,1,1
0,1,79960,1,1,1
2,0,79960,1,1,0
1,0,79960,1,0,0
2,1,79959,1,1,1
3,1,79959,1,0,1
2,0,79959,0,0,0
2,0,79959,0,0,0
1,1,79958,1,0,1
3,1,79958,1,0,1
7,0,79958,0,0,0
2,0,79958,1,1,0
2,1,79958,1,1,1
2,0,79958,1,0,0
5,0,79958,1,0,0
3,1,79958,1,0,0
3,0,79958,1,0,0
5,1,79957,1,0,1
1,0,79957,0,1,0
0,1,79956,1,1,1
0,0,79956,0,1,0
1,0,79956,1,0,0
1,1,79956,1,0,1
1,0,79956,1,0,0
1,0,79956,1,0,0
2,0,79956,0,0,0
1,1,79956,0,0,0
2,0,79955,0,0,0
3,1,79955,1,0,1
2,1,79955,1,0,1
0,0,79954,1,1,0
1,0,79954,0,0,0
0,1,79954,1,0,1
2,0,79954,1,1,1
2,0,79954,0,0,0
1,0,79954,0,0,0
1,0,79953,1,1,0
3,0,79953,1,0,0
1,0,79953,0,0,0
2,0,79952,1,1,1
3,1,79952,0,1,1
2,1,79952,1,0,0
1,1,79952,1,1,1
3,1,79952,0,0,0
2,0,79952,1,0,0
4,1,79952,0,0,0
3,1,79952,0,0,0
1,0,79952,0,1,0
1,0,79952,1,1,0
3,0,79952,0,1,0
2,0,79951,1,1,1
1,0,79951,0,1,0
2,0,79951,0,1,0
1,1,79951,1,0,1
4,1,79951,1,1,1
3,1,79950,0,1,1
2,1,79950,0,1,1
0,0,79950,1,0,0
2,0,79950,0,0,0
4,0,79950,1,0,0
2,1,79950,1,1,1
1,1,79950,0,0,1
0,0,79950,1,0,0
1,1,79950,0,1,1
1,1,79950,1,0,1
0,0,79950,1,0,0
0,1,79949,1,0,1
0,1,79949,0,1,1
1,1,79949,1,1,1
0,1,79949,0,1,1
2,0,79949,1,0,0
2,0,79949,1,1,0
1,1,79948,0,0,1
0,0,79948,1,0,0
0,1,79948,0,1,1
2,0,79948,0,1,0
1,0,79948,1,0,0
3,1,79948,1,0,1
1,1,79948,1,1,1
3,0,79948,1,1,0
0,0,79947,0,0,0
2,0,79947,0,0,0
2,1,79947,1,0,1
4,1,79947,1,0,1
1,1,79947,1,1,1
3,1,79946,0,0,0
2,0,79946,0,0,0
3,1,79946,0,1,1
0,0,79946,1,0,0
1,1,79946,1,1,1
1,1,79946,0,1,1
1,0,79945,1,0,0
4,1,79945,1,0,1
1,0,79945,0,0,0
4,0,79945,1,1,1
0,1,79945,1,0,1
1,0,79945,0,0,0
3,0,79945,0,1,0
1,0,79945,1,1,1
0,0,79945,1,0,0
1,0,79945,1,0,0
2,1,79945,1,1,1
2,0,79945,1,1,1
2,1,79944,1,1,1
1,1,79944,1,0,1
6,0,79944,0,1,0
4,0,79944,1,1,1
3,1,79944,1,1,1
2,1,79944,0,0,0
2,0,79944,1,0,0
2,0,79944,0,0,0
4,0,79944,1,1,1
3,0,79944,1,0,0
0,0,79944,1,0,0
6,0,79944,1,0,0
2,0,79944,0,0,0
2,0,79943,0,0,0
0,0,79943,0,0,0
1,1,79943,0,0,1
3,1,79943,1,1,1
1,1,79943,1,1,1
4,0,79943,1,0,0
3,0,79943,1,0,0
2,0,79942,0,0,0
0,0,79942,1,1,1
3,1,79942,1,0,1
1,0,79942,0,0,0
1,1,79942,1,1,1
2,0,79942,0,0,0
0,0,79942,0,1,0
2,0,79942,1,0,0
2,0,79941,1,0,0
2,0,79941,1,1,0
3,0,79941,1,0,0
3,0,79941,1,0,0
0,1,79941,1,0,1
1,1,79941,1,0,1
3,1,79941,0,0,1
1,0,79941,1,1,0
1,1,79940,1,1,1
5,1,79940,1,1,1
1,0,79940,1,0,0
2,0,79940,0,1,0
2,1,79940,1,1,1
3,0,79939,1,0,0
3,0,79939,0,0,0
1,0,79939,1,0,0
6,0,79939,1,0,0
3,1,79939,1,1,1
2,1,79939,1,0,1
1,1,79938,1,0,1
1,0,79938,0,1,0
3,0,79938,1,1,1
3,0,79938,1,0,0
2,0,79938,0,0,0
1,0,79938,0,0,0
3,0,79938,0,0,0
2,0,79937,0,0,0
3,0,79937,1,0,0
4,0,79937,0,1,0
0,0,79937,0,0,0
3,0,79937,1,0,0
1,0,79937,1,0,0
5,0,79937,1,1,0
4,0,79936,1,0,0
1,0,79936,0,1,1
3,1,79936,1,1,1
1,0,79936,0,1,0
1,0,79936,0,0,0
2,0,79936,0,0,0
1,1,79936,0,1,1
3,0,79936,0,1,0
2,1,79935,0,0,0
2,0,79935,0,0,0
0,1,79935,1,0,1
2,0,79935,0,0,0
1,0,79935,1,1,0
2,1,79935,1,0,1
2,1,79935,1,0,1
1,0,79934,1,0,0
1,0,79934,0,0,0
2,0,79934,0,0,0
1,1,79934,1,0,1
1,0,79933,0,0,0
3,0,79933,0,0,0
2,1,79933,1,0,1
1,1,79933,0,0,0
3,0,79932,0,0,0
3,1,79932,1,1,1
3,0,79932,1,0,0
2,0,79932,1,1,1
1,1,79932,1,1,1
1,0,79932,1,0,0
2,1,79932,1,1,1
0,0,79932,1,0,0
3,1,79932,0,1,1
3,1,79932,1,1,1
0,0,79932,1,0,0
0,1,79932,1,0,1
4,1,79931,1,0,1
2,0,79931,1,1,0
0,1,79931,0,1,1
4,1,79931,1,0,1
3,0,79930,0,0,0
3,0,79930,1,0,0
1,1,79930,1,1,1
1,1,79930,1,0,1
2,1,79930,1,1,1
1,0,79930,1,0,0
5,0,79930,0,0,0
0,0,79930,1,0,0
2,0,79930,1,0,0
3,0,79929,0,1,1
1,1,79929,1,0,0
1,0,79929,0,0,0
0,0,79929,1,0,0
2,1,79929,1,1,1
0,0,79929,1,0,0
4,1,79928,1,0,1
0,1,79928,1,0,1
4,1,79928,0,0,1
3,1,79928,0,0,1
2,0,79928,1,1,0
0,1,79928,1,0,1
0,1,79928,1,1,1
4,0,79928,1,0,0
1,0,79928,1,1,0
2,0,79928,0,0,0
3,0,79927,1,0,0
1,1,79927,1,1,1
2,0,79927,1,1,1
2,0,79927,1,1,0
0,1,79927,1,1,1
1,1,79927,1,1,1
2,1,79926,1,0,1
5,0,79926,0,1,0
1,1,79926,1,1,1
1,0,79926,1,1,0
2,1,79926,1,1,1
1,0,79926,1,1,0
2,0,79926,0,0,0
1,1,79926,0,0,0
2,0,79926,1,0,0
1,1,79926,1,1,1
1,1,79926,1,0,1
3,0,79925,0,1,0
1,0,79925,1,0,0
2,1,79925,1,1,1
4,1,79925,1,1,1
5,0,79925,1,0,0
0,1,79925,1,0,1
4,0,79924,0,0,0
1,0,79924,1,1,0
0,1,79924,1,1,1
1,0,79924,0,1,0
2,0,79924,0,1,0
3,1,79924,1,0,1
2,1,79924,1,1,1
9,0,79924,1,0,0
2,0,79924,1,0,0
3,1,79924,1,1,1
4,1,79923,1,1,1
0,1,79923,1,1,1
5,1,79923,1,0,1
3,1,79923,1,0,0
3,1,79923,0,0,0
0,1,79923,1,0,1
3,1,79923,1,1,1
3,0,79923,0,0,0
1,1,79923,1,0,1
1,0,79923,0,0,0
4,1,79922,0,0,0
0,0,79922,1,0,0
3,0,79922,1,0,0
0,0,79922,1,1,1
4,0,79922,1,1,1
1,0,79922,1,1,0
0,1,79922,1,0,1
3,1,79922,1,1,1
2,0,79921,1,1,0
4,1,79921,0,0,0
2,0,79921,0,0,0
1,1,79921,1,0,1
1,0,79921,1,0,0
1,1,79921,1,1,1
3,1,79921,1,1,1
0,0,79920,0,0,0
5,0,79920,1,0,0
1,0,79920,1,0,0
3,0,79920,0,0,0
2,1,79920,1,0,1
2,1,79920,1,1,1
4,1,79920,1,1,1
1,1,79919,1,0,0
0,0,79919,0,0,0
6,0,79919,1,1,0
0,1,79919,1,1,1
6,0,79919,0,1,1
2,1,79918,1,0,1
1,1,79918,1,0,1
2,0,79918,1,0,0
1,0,79918,1,0,0
4,0,79918,1,0,0
2,1,79918,1,0,1
4,0,79918,1,0,0
0,0,79917,0,0,0
2,0,79917,1,0,0
3,0,79917,1,1,1
0,0,79917,1,0,0
1,1,79916,1,1,1
4,0,79916,1,0,0
3,0,79916,1,1,0
3,1,79916,1,1,1
1,0,79916,1,0,0
5,0,79916,0,0,0
4,0,79916,1,1,1
2,0,79916,0,0,0
3,1,79916,1,0,1
4,0,79916,0,1,0
2,1,79915,1,1,1
1,1,79915,1,1,1
3,0,79915,1,0,0
2,0,79915,0,1,0
1,0,79915,0,1,0
3,0,79915,1,0,0
1,0,79915,1,0,0
0,1,79915,0,1,1
3,0,79915,1,0,0
3,1,79914,1,0,1
7,1,79914,0,0,1
2,1,79914,1,0,1
4,0,79914,0,0,0
2,1,79914,1,1,1
0,0,79914,1,1,1
2,1,79914,1,0,1
1,0,79914,0,0,0
1,1,79913,0,0,0
0,0,79913,1,0,0
2,1,79913,1,1,1
4,0,79913,1,1,0
4,0,79913,1,0,0
3,0,79912,1,1,1
3,1,79912,1,1,1
1,1,79912,1,0,1
2,1,79912,1,0,1
3,1,79912,1,1,1
1,0,79912,1,0,0
1,1,79912,1,1,1
6,1,79911,1,1,1
0,0,79911,0,1,1
2,1,79911,0,1,1
3,0,79911,0,0,0
3,0,79911,0,1,1
1,0,79910,0,0,0
2,1,79910,1,1,1
2,0,79910,0,0,0
2,0,79910,1,0,0
1,1,79910,1,1,1
2,1,79910,1,1,1
1,1,79910,1,1,1
6,1,79910,1,1,1
1,1,79910,1,1,1
0,0,79910,0,0,0
1,0,79910,1,0,0
2,0,79909,1,1,1
2,1,79909,0,0,0
1,0,79909,1,0,0
3,1,79909,1,1,1
0,1,79909,1,0,1
1,1,79909,0,0,0
0,0,79908,0,1,0
5,0,79908,0,1,0
2,0,79908,1,0,0
1,0,79908,1,1,1
2,0,79908,0,0,0
1,1,79908,0,1,1
1,0,79908,1,0,0
3,1,79907,1,1,1
2,1,79907,0,1,1
3,1,79907,1,1,1
2,1,79907,0,1,1
2,0,79907,1,1,1
1,0,79907,1,1,0
2,0,79907,1,0,0
3,0,79906,1,1,1
3,0,79905,0,1,1
3,1,79905,1,1,1
2,0,79905,1,0,0
4,1,79905,1,1,1
3,1,79905,0,1,1
2,1,79905,1,0,0
3,0,79905,1,0,0
3,1,79905,1,1,1
3,0,79905,1,0,0
1,0,79905,1,0,0
1,1,79904,1,1,1
1,1,79904,0,1,1
2,0,79904,0,1,1
0,1,79904,1,1,1
2,0,79904,1,0,0
2,0,79904,1,1,0
3,0,79904,1,0,0
1,1,79904,1,0,1
1,1,79903,1,1,1
4,0,79903,0,1,0
0,1,79903,1,1,1
1,0,79903,0,0,0
0,0,79903,0,1,0
1,0,79903,1,0,0
2,0,79903,1,1,0
0,1,79903,1,0,1
2,1,79903,1,0,0
1,0,79903,0,0,0
1,0,79903,0,0,0
1,0,79903,0,0,0
1,1,79902,1,0,0
2,0,79902,1,0,0
1,1,79902,1,1,1
2,0,79902,1,1,1
2,0,79902,1,1,0
3,0,79901,0,1,0
2,0,79901,1,0,0
6,0,79901,1,1,1
0,0,79901,0,0,0
1,0,79901,1,0,0
2,1,79901,1,1,1
3,0,79901,1,0,0
2,0,79901,1,1,0
0,0,79901,0,0,0
1,0,79901,0,1,0
2,1,79901,1,1,1
3,0,79901,1,0,0
3,0,79900,1,0,0
4,1,79900,1,1,1
3,1,79900,1,1,1
6,0,79900,1,0,0
5,0,79900,1,0,0
2,0,79900,1,0,0
2,0,79900,0,0,0
2,0,79900,1,1,0
3,1,79900,1,1,1
1,1,79899,1,0,1
3,1,79899,1,0,0
2,0,79899,1,1,1
3,0,79899,1,1,0
1,1,79899,1,1,1
0,1,79899,1,1,1
2,1,79899,1,1,1
1,1,79899,0,0,1
0,0,79898,0,0,0
0,1,79898,1,1,1
4,1,79898,1,1,1
4,0,79898,1,1,1
0,1,79898,1,1,1
6,1,79897,1,0,1
5,1,79897,1,1,1
2,0,79897,1,0,0
3,0,79897,0,0,0
0,0,79897,1,0,0
2,0,79897,0,0,0
2,0,79897,0,0,0
2,0,79897,0,0,0
4,1,79896,1,1,1
1,1,79896,0,1,1
1,1,79896,1,1,1
1,1,79896,1,1,1
0,1,79896,1,0,1
2,1,79896,0,0,0
3,1,79896,1,0,0
1,0,79896,1,0,0
1,1,79895,1,1,1
3,1,79895,0,1,1
2,0,79895,1,0,0
1,1,79895,1,1,1
2,0,79895,1,0,0
2,0,79895,1,0,0
5,0,79894,1,0,0
1,0,79894,1,1,0
4,1,79894,1,0,1
4,1,79894,1,1,1
3,1,79894,1,0,1
3,1,79893,1,1,1
1,0,79893,0,1,1
2,1,79893,1,0,1
2,1,79893,1,0,0
3,1,79893,1,0,0
1,1,79893,1,1,1
1,0,79893,1,0,0
2,0,79893,1,0,0
4,1,79893,1,1,1
5,1,79892,1,1,1
1,1,79892,1,1,1
3,1,79892,1,0,1
0,0,79892,1,1,1
5,0,79892,1,0,0
3,0,79892,1,1,0
0,0,79891,1,0,0
0,0,79891,1,0,0
2,0,79891,0,1,0
0,1,79891,0,0,0
0,0,79891,0,0,0
2,0,79890,1,0,0
1,0,79890,0,0,0
2,0,79890,1,1,0
3,0,79890,1,0,0
2,0,79890,1,0,0
3,1,79889,1,1,1
0,0,79889,1,0,0
0,0,79889,1,0,0
1,0,79889,1,0,0
3,1,79889,1,0,1
1,1,79889,1,1,1
2,0,79889,1,0,0
1,1,79888,1,0,1
2,1,79888,1,1,1
1,1,79888,1,1,1
2,0,79888,1,0,0
1,1,79888,1,0,1
0,0,79888,1,1,1
4,0,79888,0,0,0
2,1,79888,1,0,1
2,0,79888,0,0,0
0,1,79888,1,0,1
4,1,79888,1,0,1
2,0,79888,1,0,0
2,1,79887,1,0,1
0,0,79887,0,0,0
4,1,79887,1,1,1
0,0,79886,1,1,0
3,1,79886,1,1,1
0,0,79886,1,1,1
7,1,79886,1,1,1
0,0,79886,1,0,0
3,1,79886,1,1,1
0,0,79886,0,0,0
0,0,79886,1,1,1
3,0,79886,1,0,0
3,1,79886,1,0,1
2,0,79885,0,0,0
4,1,79885,1,1,1
1,0,79885,1,0,0
1,1,79885,1,0,1
2,1,79884,0,0,0
1,1,79884,1,1,1
2,0,79884,1,0,0
0,0,79884,0,0,0
1,1,79883,1,0,1
1,0,79883,1,0,0
3,0,79883,0,0,0
1,0,79883,1,0,0
0,0,79883,1,0,0
3,1,79883,0,0,1
1,0,79882,0,0,0
0,0,79882,1,0,0
3,1,79882,0,0,1
2,0,79882,1,0,0
2,1,79882,1,1,1
1,1,79882,1,0,1
0,0,79882,1,0,0
5,0,79881,0,1,0
4,1,79881,0,0,0
1,1,79881,0,0,0
0,0,79881,0,1,0
2,1,79881,1,0,1
1,0,79881,0,1,0
4,0,79880,0,1,0
4,0,79880,0,0,0
1,0,79880,1,0,0
4,0,79880,1,0,0
1,0,79880,0,0,0
1,1,79880,0,1,1
3,1,79879,1,0,1
2,0,79879,0,0,0
1,1,79879,0,1,1
2,0,79879,0,0,0
1,1,79879,0,0,1
2,1,79879,1,0,1
1,0,79879,1,0,0
2,0,79879,1,0,0
4,1,79879,1,1,1
1,1,79879,1,0,1
3,0,79879,1,1,1
3,1,79878,1,1,1
3,1,79878,0,1,1
1,1,79878,0,0,1
1,1,79878,1,1,1
1,0,79878,0,0,0
0,0,79878,0,0,0
2,1,79878,1,0,1
3,0,79877,0,0,0
2,0,79877,1,0,0
1,0,79877,1,1,1
2,0,79877,1,0,0
3,1,79877,0,0,0
4,0,79877,1,0,0
1,0,79877,1,0,0
3,0,79877,1,0,0
1,0,79877,1,0,0
0,1,79877,1,1,1
3,1,79877,1,1,1
1,0,79877,0,0,0
1,1,79877,1,0,1
1,0,79876,1,1,0
1,0,79876,1,0,0
3,0,79876,1,0,0
2,0,79876,1,0,0
2,0,79876,1,1,1
1,0,79876,0,0,0
3,0,79876,1,1,1
2,1,79875,1,1,1
1,0,79875,0,0,0
2,1,79875,1,0,1
1,1,79875,1,1,1
4,0,79875,1,0,0
3,1,79874,1,1,1
0,1,79874,0,0,0
1,1,79874,1,1,1
1,0,79874,1,0,0
2,1,79874,1,0,1
2,1,79874,1,1,1
0,0,79874,1,0,0
0,1,79874,1,0,1
5,0,79873,1,0,0
0,1,79873,1,1,1
3,0,79873,1,1,1
0,0,79873,1,0,0
1,0,79873,1,0,0
1,1,79873,1,0,1
3,0,79873,1,0,0
1,0,79873,0,1,0
1,1,79872,1,0,1
2,1,79872,0,1,1
1,0,79872,0,0,0
5,0,79872,1,1,1
6,0,79872,0,1,0
1,0,79872,1,0,0
4,1,79872,0,1,1
3,0,79872,1,0,0
4,1,79872,1,0,1
0,0,79872,0,1,1
1,1,79871,1,1,1
0,1,79871,1,0,1
1,1,79871,1,1,1
2,1,79871,1,0,0
1,1,79871,1,0,1
0,0,79871,1,1,1
1,1,79871,1,1,1
1,0,79871,0,1,0
1,0,79870,1,0,0
2,1,79870,0,0,0
1,1,79870,1,0,0
1,1,79870,1,1,1
1,0,79870,1,0,0
2,1,79870,1,1,1
3,0,79870,1,0,0
2,0,79869,1,0,0
1,1,79869,0,1,1
1,0,79869,1,1,1
2,0,79869,1,0,0
1,1,79869,1,0,1
1,1,79869,1,0,1
1,1,79869,1,1,1
2,1,79869,1,0,1
3,0,79869,1,0,0
0,0,79869,0,1,0
1,1,79869,1,0,1
2,0,79869,1,1,1
0,1,79868,1,1,1
1,0,79868,0,0,0
0,1,79868,1,1,1
7,0,79868,1,0,0
0,1,79868,1,1,1
2,0,79868,1,0,0
2,1,79867,1,1,1
1,0,79867,1,1,1
1,0,79867,0,1,0
3,0,79867,1,0,0
1,0,79867,1,1,1
5,1,79867,1,0,1
2,1,79867,0,1,1
3,1,79866,1,0,1
1,1,79866,1,0,1
1,0,79866,0,0,0
3,0,79866,1,1,0
0,1,79866,0,1,1
5,1,79866,1,0,1
2,0,79866,1,0,0
1,0,79866,1,1,1
1,0,79866,1,0,0
0,0,79865,1,0,0
3,0,79865,1,0,0
1,0,79865,1,0,0
3,0,79865,1,1,1
1,0,79865,1,0,0
4,1,79865,1,0,1
3,1,79865,1,0,1
0,1,79865,0,1,1
1,1,79865,1,0,1
4,0,79865,1,1,1
2,0,79865,0,0,0
2,0,79864,0,0,0
3,0,79864,1,0,0
4,1,79864,1,1,1
6,0,79864,0,1,0
1,0,79863,1,0,0
2,1,79863,1,0,1
4,0,79863,1,1,0
2,1,79863,1,1,1
3,0,79863,1,0,0
2,1,79862,0,1,1
6,1,79862,0,1,1
0,0,79862,1,1,1
2,0,79862,1,1,0
4,1,79862,1,0,1
1,0,79862,0,0,0
3,0,79861,0,0,0
0,0,79861,0,0,0
4,1,79861,1,0,1
1,0,79861,0,0,0
2,1,79861,1,0,1
2,0,79861,1,0,0
0,0,79861,1,0,0
5,1,79861,1,1,1
1,1,79861,1,0,1
3,1,79861,1,0,1
1,0,79860,0,1,0
0,0,79860,1,1,1
2,0,79860,1,1,0
3,0,79860,0,1,0
0,1,79860,1,1,1
1,0,79860,1,0,0
3,0,79860,1,1,1
2,0,79860,0,0,0
2,1,79859,0,0,0
3,1,79859,1,0,1
1,1,79859,1,0,1
4,0,79859,0,0,0
4,0,79859,0,0,0
2,1,79858,1,0,1
2,0,79858,1,0,0
1,0,79858,1,0,0
1,1,79858,1,0,1
1,0,79858,1,1,1
3,0,79858,1,1,0
1,1,79858,1,0,1
0,0,79858,0,0,0
1,0,79858,0,0,0
2,1,79857,1,1,1
1,1,79857,1,1,1
3,0,79857,1,1,1
4,1,79857,1,1,1
3,1,79857,1,1,1
1,1,79857,1,1,1
3,0,79856,0,0,0
5,0,79856,1,0,0
1,1,79856,1,0,1
2,1,79856,1,1,1
3,0,79856,1,0,0
4,0,79856,0,0,0
1,1,79856,1,1,1
4,0,79855,1,0,0
5,0,79855,0,1,0
4,0,79855,0,0,0
0,1,79855,1,0,0
1,0,79855,1,1,1
2,0,79855,0,0,0
2,0,79855,0,0,0
1,0,79855,1,1,0
0,0,79854,1,0,0
5,0,79854,1,0,0
1,1,79854,1,1,1
3,0,79854,0,1,0
2,1,79854,1,0,1
1,1,79854,0,1,1
2,0,79853,1,0,0
2,0,79853,1,1,0
2,1,79853,1,1,1
4,0,79853,1,1,1
3,0,79852,0,0,0
1,0,79852,1,1,1
0,1,79852,1,1,1
0,0,79852,0,0,0
0,0,79852,1,0,0
2,0,79852,0,0,0
3,1,79851,0,1,1
0,0,79851,1,0,0
1,1,79851,1,1,1
1,0,79851,1,1,1
3,0,79851,0,1,1
3,1,79851,0,1,1
