Num_Children;Group;Income;Own_Car;Own_Housing;Target
1;1;80016;1;0;1
3;1;80016;0;1;1
2;1;80016;1;1;1
4;1;80016;1;1;1
2;0;80016;0;0;0
3;0;80017;0;0;0
2;0;80017;0;0;0
3;1;80017;1;0;1
2;1;80017;1;1;1
3;1;80017;0;0;0
4;0;80017;1;1;0
2;0;80017;1;0;0
1;1;80017;0;1;1
2;0;80017;0;1;0
3;1;80017;1;1;1
1;0;80018;1;0;0
1;0;80018;1;0;0
0;1;80018;1;0;1
2;0;80018;1;1;1
2;0;80018;0;0;0
1;0;80018;1;0;0
0;0;80018;0;1;0
1;0;80019;1;0;0
3;1;80019;1;0;0
3;1;80019;1;0;1
1;0;80019;1;1;0
3;0;80019;0;0;0
5;1;80019;1;0;1
6;0;80019;1;1;1
2;0;80019;1;0;0
2;1;80019;1;1;1
5;0;80020;1;0;0
1;0;80021;0;1;0
2;0;80021;0;0;0
0;1;80021;1;0;1
0;1;80021;1;0;1
4;0;80021;1;1;1
2;0;80021;1;0;0
1;1;80021;1;1;1
2;0;80022;1;1;1
2;1;80022;1;0;1
1;1;80022;0;1;1
3;1;80022;0;0;1
0;0;80022;0;0;0
3;0;80022;1;0;0
5;0;80023;0;0;0
3;0;80023;0;0;0
4;0;80023;1;1;0
5;1;80023;0;0;0
3;1;80023;1;0;1
1;1;80023;0;0;1
1;0;80023;0;0;0
0;1;80023;1;1;1
0;0;80023;0;0;0
5;0;80023;1;1;1
0;1;80024;1;1;1
2;1;80024;0;1;1
1;0;80024;0;0;0
2;1;80024;1;0;1
2;1;80024;1;0;1
1;1;80024;1;0;1
4;1;80025;1;1;1
1;1;80025;1;1;1
3;0;80025;1;1;0
2;0;80025;1;0;0
1;1;80026;1;0;1
2;1;80026;1;1;1
1;1;80026;1;1;1
3;1;80026;1;1;1
2;0;80026;0;1;0
1;1;80026;1;0;1
0;0;80026;1;0;0
2;1;80026;1;1;1
3;0;80026;0;1;0
0;0;80026;1;0;0
5;1;80026;1;1;1
1;0;80027;1;0;0
1;1;80027;1;1;1
0;0;80027;0;0;0
4;0;80027;1;0;0
1;0;80027;1;0;0
1;1;80027;0;0;0
2;0;80027;0;0;0
2;0;80027;0;0;0
0;0;80027;0;1;0
2;1;80027;1;1;1
0;0;80027;1;1;0
3;0;80028;1;0;0
0;0;80028;1;0;0
1;1;80028;1;1;1
1;0;80028;0;0;0
1;0;80028;1;0;0
1;0;80028;1;1;0
4;1;80028;0;0;1
2;0;80029;1;1;0
0;0;80029;1;0;0
4;1;80029;1;1;1
4;0;80029;1;0;0
3;0;80029;1;0;0
4;1;80030;1;1;1
0;0;80030;1;0;0
1;1;80030;1;1;1
1;0;80030;0;0;0
1;0;80030;1;0;0
2;0;80030;0;1;0
2;0;80031;0;0;0
4;0;80031;0;0;0
2;1;80031;1;0;0
5;0;80031;0;0;0
2;0;80031;0;0;0
6;0;80031;0;0;0
3;0;80031;1;0;0
2;0;80032;1;0;0
1;0;80032;1;1;1
0;1;80032;0;1;1
3;1;80032;1;1;1
1;0;80032;1;1;0
1;1;80033;1;0;0
2;0;80033;0;1;0
0;0;80033;1;0;0
2;1;80033;1;0;1
5;0;80033;1;1;0
0;1;80033;0;0;0
2;0;80034;1;0;0
3;0;80034;1;1;0
0;1;80034;1;0;1
2;1;80034;0;1;1
2;0;80034;1;0;0
1;0;80034;1;0;0
0;0;80034;1;0;0
3;1;80034;0;0;1
0;0;80034;0;0;0
0;1;80034;0;1;1
3;1;80035;0;1;1
4;1;80035;1;0;1
1;1;80035;1;1;1
7;0;80035;1;0;0
2;0;80035;0;0;0
1;1;80035;1;0;1
2;1;80035;1;0;1
1;1;80035;1;1;1
0;1;80035;1;0;0
2;1;80036;1;0;1
4;1;80036;1;0;1
0;0;80036;0;1;0
0;0;80036;0;0;0
4;1;80036;1;0;1
1;1;80036;0;0;0
3;0;80037;1;0;0
4;0;80037;1;0;0
3;0;80037;0;0;0
4;0;80037;0;0;0
1;1;80038;1;0;1
3;0;80038;0;1;0
2;1;80038;1;1;1
2;0;80038;1;0;0
2;1;80038;1;0;1
2;0;80039;0;0;0
0;1;80039;0;0;1
0;0;80039;0;0;0
2;1;80039;0;1;1
3;1;80039;0;1;1
3;0;80039;0;1;1
2;1;80039;1;0;1
3;0;80040;0;0;0
2;1;80040;1;0;1
3;1;80040;1;1;1
4;1;80040;1;1;1
3;0;80040;1;0;0
2;1;80040;0;0;0
2;0;80040;0;1;0
2;0;80040;1;1;1
0;0;80040;0;0;0
1;1;80040;0;0;1
3;1;80041;1;0;1
2;0;80041;0;0;0
3;1;80041;1;0;1
3;0;80042;1;1;0
3;0;80042;1;0;0
4;1;80042;1;1;1
2;1;80042;1;0;0
2;0;80042;0;0;0
3;0;80043;0;0;0
1;0;80043;0;0;0
2;0;80043;1;0;0
2;0;80043;1;1;0
1;0;80043;1;0;0
2;0;80043;0;0;0
0;0;80043;1;0;0
1;1;80043;1;0;1
2;1;80043;1;1;1
2;1;80044;1;1;1
1;1;80044;1;1;1
5;0;80044;0;0;0
2;1;80044;1;1;1
2;1;80044;0;1;1
2;1;80044;1;0;1
3;0;80045;1;0;0
0;0;80045;1;0;0
1;1;80045;1;0;1
0;0;80045;1;1;1
4;1;80045;1;1;1
5;0;80045;1;0;0
3;1;80045;1;0;1
2;0;80046;1;1;0
2;1;80046;1;1;1
3;0;80046;1;0;0
2;1;80046;0;1;1
0;0;80046;1;0;0
3;0;80047;0;0;0
4;1;80047;0;1;1
1;0;80047;1;1;1
0;0;80047;0;1;0
2;1;80047;1;1;1
3;1;80047;1;1;1
3;1;80047;1;0;1
1;1;80047;1;0;1
3;0;80047;1;0;0
1;0;80048;0;0;0
1;0;80048;1;0;0
2;0;80048;1;0;0
1;0;80048;1;1;1
0;0;80048;0;0;0
1;0;80049;1;0;0
1;1;80049;1;0;1
1;0;80049;1;1;0
2;0;80049;1;0;0
3;1;80049;1;1;1
1;0;80049;1;1;0
3;0;80049;1;0;0
2;0;80050;0;0;0
3;0;80050;0;0;0
0;0;80050;1;0;0
3;1;80050;1;0;1
2;1;80050;0;1;1
2;0;80050;1;1;0
4;0;80050;0;1;0
1;0;80050;0;0;0
1;1;80050;0;1;1
5;0;80051;1;0;0
1;1;80051;1;0;1
0;1;80051;1;1;1
0;1;80051;1;0;1
0;1;80051;1;0;1
2;0;80052;1;0;0
4;0;80052;1;0;0
3;0;80052;0;0;0
1;1;80052;1;1;1
1;1;80052;0;1;1
2;1;80052;1;1;1
0;1;80052;1;0;1
2;1;80052;0;1;1
3;0;80052;0;0;0
5;0;80053;1;0;0
1;0;80053;1;1;0
1;1;80053;1;1;1
1;1;80054;1;0;1
3;0;80054;1;0;0
3;0;80054;1;0;0
1;0;80054;0;0;0
1;0;80054;1;0;0
0;0;80054;0;1;0
2;0;80054;0;1;0
3;0;80054;0;0;0
1;0;80055;1;0;0
1;0;80055;1;1;0
2;1;80055;1;1;1
2;1;80055;1;1;1
2;1;80055;1;1;1
1;1;80055;1;1;1
3;1;80055;1;1;1
1;0;80055;1;0;0
2;0;80055;1;0;0
3;1;80055;1;1;1
2;1;80055;0;0;1
1;0;80055;0;1;1
3;1;80056;1;1;1
5;0;80056;1;0;0
4;0;80056;0;0;0
1;1;80057;1;0;1
3;1;80057;1;0;1
3;1;80057;1;1;1
2;0;80057;1;1;0
2;0;80057;1;1;0
3;0;80057;1;0;0
1;0;80057;1;0;0
1;1;80057;1;1;1
2;1;80057;1;0;0
1;1;80058;1;1;1
1;1;80058;1;0;1
2;1;80058;1;0;1
0;1;80058;1;1;1
3;1;80058;1;1;1
1;1;80058;1;0;1
1;0;80058;1;1;1
3;0;80058;0;0;0
0;1;80058;1;0;1
4;0;80059;0;0;0
0;1;80059;1;1;1
2;1;80059;0;1;1
3;0;80059;1;1;1
1;0;80059;0;0;0
3;1;80059;0;1;1
1;1;80059;1;0;1
2;0;80060;1;0;0
1;0;80060;0;0;0
6;0;80060;0;0;0
3;1;80060;1;0;1
3;0;80061;1;0;0
2;0;80061;0;0;0
1;0;80061;1;0;0
2;1;80061;1;1;1
3;1;80061;0;0;1
3;1;80062;1;0;1
1;0;80062;0;0;0
4;0;80062;0;0;0
1;0;80062;1;1;0
1;0;80062;1;0;0
1;1;80062;0;0;1
1;1;80062;0;0;0
5;1;80062;1;1;1
2;0;80062;1;1;0
2;0;80063;0;1;0
1;0;80063;0;0;0
1;0;80063;1;1;0
2;0;80063;0;0;0
3;1;80063;1;0;1
1;1;80063;1;0;1
0;1;80063;1;0;0
0;1;80064;1;1;1
2;0;80064;1;0;0
3;0;80064;1;1;0
0;0;80064;0;0;0
0;0;80064;1;0;0
1;0;80064;1;1;0
4;1;80064;1;1;1
2;0;80064;0;0;0
2;1;80064;1;0;1
2;0;80065;0;0;0
2;1;80065;1;0;1
2;0;80065;1;0;0
2;1;80065;1;0;1
1;0;80065;0;0;0
0;0;80065;1;1;0
2;0;80065;0;0;0
1;1;80065;1;1;1
4;1;80065;1;1;1
1;1;80066;1;0;1
0;0;80066;0;0;0
1;0;80066;0;0;0
1;1;80066;0;0;1
1;1;80067;1;1;1
1;1;80067;1;1;1
2;0;80067;0;0;0
5;1;80067;1;1;1
2;1;80067;1;0;1
6;1;80067;1;0;1
2;0;80067;1;0;0
1;0;80067;1;0;0
3;0;80067;1;0;0
0;1;80068;1;0;1
1;1;80068;1;1;1
2;0;80068;1;0;0
2;1;80068;0;1;1
2;1;80068;1;0;1
0;1;80068;1;0;1
3;1;80068;1;0;0
2;0;80069;0;0;0
2;1;80069;1;0;1
0;0;80069;1;0;0
3;1;80069;1;0;1
2;0;80069;0;0;0
0;0;80069;1;0;0
4;1;80069;1;0;1
0;0;80069;1;1;1
0;1;80069;1;0;1
1;1;80069;1;1;1
2;0;80070;0;0;0
1;1;80070;0;0;1
3;1;80070;1;0;0
3;1;80071;1;0;1
0;0;80071;1;0;0
3;1;80071;1;1;1
3;0;80071;1;0;0
1;0;80071;1;0;0
5;0;80072;0;0;0
0;1;80072;1;1;1
5;1;80072;1;1;1
1;1;80072;1;1;1
0;0;80072;1;1;1
2;1;80072;1;1;1
1;1;80073;1;0;1
6;0;80073;1;0;0
0;0;80073;1;1;0
3;0;80073;1;1;0
1;0;80074;0;0;0
1;0;80074;0;1;0
2;0;80074;0;0;0
0;0;80074;1;1;1
1;1;80074;1;1;1
1;0;80074;0;0;0
2;1;80074;1;1;1
0;0;80075;1;0;0
2;0;80075;1;0;0
0;1;80075;1;1;1
2;0;80075;0;0;0
2;0;80075;1;1;0
1;0;80075;1;1;0
3;0;80075;1;1;0
2;1;80076;1;1;1
5;1;80076;1;1;1
1;0;80076;1;0;0
2;0;80076;1;0;0
0;0;80076;0;0;0
0;0;80077;1;0;0
3;1;80077;1;0;1
5;0;80077;0;1;0
2;1;80077;1;1;1
0;0;80077;0;0;0
3;1;80077;0;0;1
0;0;80077;1;1;0
2;1;80077;0;1;1
3;1;80077;1;0;0
0;0;80078;1;0;0
0;1;80078;1;1;1
1;1;80078;1;1;1
2;1;80078;0;0;1
2;0;80078;1;0;0
3;0;80078;1;0;0
2;1;80078;0;0;1
2;0;80078;1;0;0
2;0;80078;1;1;1
2;1;80079;1;0;1
2;0;80079;1;1;1
2;0;80079;1;0;0
3;1;80079;0;1;1
2;0;80079;1;0;0
2;1;80079;1;1;1
3;1;80079;1;1;1
3;0;80079;0;0;0
4;0;80079;1;1;1
1;0;80080;1;0;0
3;0;80080;1;0;0
1;1;80080;1;0;1
2;0;80080;0;0;0
1;1;80080;1;1;1
0;1;80080;1;0;1
1;0;80081;1;0;0
0;1;80081;1;1;1
1;0;80081;1;1;0
0;1;80081;0;1;1
3;1;80081;1;1;1
2;1;80081;1;1;1
2;1;80081;1;0;1
1;0;80082;1;0;0
4;1;80082;1;1;1
2;0;80082;1;0;0
1;0;80082;1;0;0
3;1;80082;1;1;1
1;1;80082;1;1;1
3;1;80082;1;1;1
1;1;80082;1;0;1
1;0;80082;0;0;0
1;0;80083;0;0;0
2;1;80083;1;1;1
2;0;80083;0;1;0
3;0;80083;0;0;0
4;0;80084;1;0;0
2;0;80084;0;0;0
2;0;80084;0;0;0
2;1;80084;1;0;1
0;0;80084;0;0;0
2;0;80084;1;0;0
2;0;80084;0;0;0
3;1;80085;1;1;1
4;1;80085;1;0;1
2;1;80085;0;0;0
1;0;80085;1;1;1
2;0;80085;1;1;1
1;0;80085;0;0;0
4;0;80085;0;0;0
1;0;80086;0;0;0
3;1;80086;0;1;1
3;1;80086;1;0;1
4;1;80086;0;0;1
1;1;80086;1;0;1
2;1;80086;1;1;1
0;1;80086;1;1;1
2;0;80086;1;1;0
1;1;80086;0;0;1
2;1;80086;1;1;1
2;1;80087;1;1;1
3;0;80087;0;0;0
4;0;80087;0;0;0
3;0;80087;0;1;0
0;0;80087;0;0;0
2;0;80087;1;0;0
3;1;80087;1;0;1
0;1;80087;1;1;1
0;0;80087;1;0;0
3;0;80087;1;0;0
3;1;80088;1;0;1
3;1;80088;1;0;1
2;1;80088;1;0;1
3;0;80088;0;0;0
3;1;80088;1;0;0
2;0;80088;1;0;0
0;0;80088;1;0;0
3;0;80088;1;0;0
2;0;80089;0;0;0
1;1;80089;1;0;1
0;0;80089;0;0;0
0;0;80089;0;0;0
2;0;80090;1;0;0
3;0;80090;0;0;0
3;1;80090;1;1;1
4;0;80090;1;0;0
2;0;80090;1;1;0
0;1;80090;1;0;1
3;0;80090;0;0;0
0;1;80091;1;0;0
0;1;80091;1;0;1
1;1;80091;1;1;1
4;0;80091;0;0;0
1;1;80091;1;0;1
2;0;80091;0;1;0
1;1;80091;1;1;1
3;0;80091;1;1;1
2;0;80092;0;1;0
2;1;80092;1;0;1
1;1;80092;0;0;0
1;1;80092;1;0;1
1;0;80092;0;1;0
2;0;80092;1;0;0
1;1;80092;1;0;1
2;0;80092;1;0;0
2;1;80092;1;0;1
5;1;80092;1;1;1
5;0;80093;1;0;0
0;0;80093;1;0;0
3;1;80094;1;0;1
1;0;80094;1;0;0
2;1;80095;1;0;1
4;0;80095;0;0;0
1;1;80095;1;0;1
2;1;80095;1;1;1
2;1;80095;0;1;1
3;0;80096;0;0;0
5;1;80096;0;1;1
3;1;80096;1;0;1
2;0;80096;0;0;0
0;1;80096;1;1;1
2;1;80096;1;1;1
2;1;80096;1;0;1
1;0;80097;1;0;0
4;0;80097;0;0;0
0;0;80097;0;1;0
1;0;80097;0;0;0
1;1;80097;1;1;1
2;0;80097;0;0;0
1;0;80098;0;1;0
2;1;80098;1;1;1
3;1;80098;1;0;1
4;0;80098;0;0;0
0;0;80098;1;0;0
0;1;80098;1;0;1
2;0;80099;0;0;0
1;0;80099;0;1;0
0;1;80099;1;0;1
2;0;80099;1;0;0
1;1;80099;1;1;1
3;0;80099;1;0;0
2;1;80099;1;0;1
1;0;80099;1;0;0
1;1;80100;0;0;1
3;1;80100;1;0;1
1;0;80100;0;0;0
2;1;80100;1;1;1
2;0;80100;1;0;0
3;0;80100;1;0;0
3;0;80100;1;0;0
0;0;80101;0;1;0
2;0;80101;1;0;0
0;0;80102;1;1;0
3;0;80102;1;0;0
2;0;80102;1;0;0
2;0;80102;0;0;0
1;0;80102;0;0;0
3;0;80103;1;1;0
2;0;80103;1;1;1
1;1;80103;1;1;1
1;0;80103;1;0;0
1;1;80103;1;0;1
1;1;80103;1;0;1
3;0;80104;0;0;0
2;0;80104;0;0;0
3;0;80104;1;0;0
2;1;80104;0;1;1
1;1;80104;1;0;0
2;1;80105;1;0;1
3;0;80105;1;0;0
0;1;80105;1;0;1
4;1;80105;0;0;1
2;0;80105;0;0;0
1;1;80105;1;0;1
2;1;80106;1;1;1
4;1;80106;1;1;1
2;1;80106;1;0;1
3;0;80106;1;1;1
2;1;80106;1;1;1
2;1;80107;0;0;1
6;1;80107;1;0;1
0;0;80107;1;0;0
2;1;80108;1;0;1
1;1;80108;1;1;1
0;1;80108;1;0;1
2;1;80108;1;0;0
1;0;80108;1;1;0
1;0;80108;1;0;0
2;0;80109;1;0;0
2;1;80109;1;1;1
2;0;80110;1;1;0
1;0;80110;0;0;0
3;1;80110;1;1;1
3;0;80110;1;0;0
5;0;80110;0;1;0
1;0;80110;0;0;0
2;0;80111;0;0;0
2;1;80111;1;1;1
0;0;80111;1;0;0
1;0;80111;1;0;0
2;1;80111;1;1;1
2;1;80111;1;0;1
0;1;80111;1;0;1
2;0;80111;0;0;0
0;0;80112;1;0;0
0;0;80112;0;1;0
0;0;80112;1;0;0
1;0;80112;1;1;0
1;1;80112;1;0;0
5;0;80112;1;0;0
4;0;80113;0;0;0
1;1;80113;1;0;1
0;1;80113;1;1;1
2;0;80113;0;0;0
5;1;80113;1;1;1
5;0;80113;0;0;0
2;0;80113;1;0;0
3;1;80113;1;0;1
0;0;80113;1;0;0
2;1;80114;1;1;1
1;0;80114;0;0;0
2;0;80115;0;0;0
1;0;80115;1;0;0
0;0;80115;0;0;0
0;1;80115;0;1;1
3;0;80115;0;0;0
2;0;80115;1;0;0
1;0;80116;1;0;0
3;1;80116;1;1;1
1;0;80116;0;0;0
3;0;80117;1;1;0
6;0;80117;1;1;0
1;0;80117;1;0;0
0;1;80117;0;0;0
5;0;80117;0;1;1
0;1;80117;1;0;1
0;1;80117;1;1;1
2;1;80118;1;1;1
6;1;80118;1;1;1
3;0;80118;1;1;0
0;1;80118;1;0;1
2;1;80118;1;1;1
0;0;80118;0;1;0
1;0;80118;1;1;1
3;0;80118;1;0;0
2;0;80118;1;1;0
4;0;80119;1;1;1
1;1;80119;1;1;1
1;1;80119;1;0;1
2;1;80119;1;0;1
1;1;80119;1;0;1
1;1;80120;1;1;1
2;0;80120;0;1;0
2;1;80120;0;1;1
2;0;80120;0;1;0
0;0;80120;1;0;0
3;0;80120;0;0;0
4;1;80120;1;1;1
1;0;80121;1;0;0
3;0;80121;0;0;0
2;0;80121;1;0;0
3;1;80121;1;1;1
3;0;80121;1;0;0
2;0;80121;1;0;0
2;0;80122;0;0;0
2;0;80122;1;0;0
2;1;80122;1;0;1
2;1;80122;1;0;1
2;0;80122;0;0;0
1;1;80122;1;1;1
3;0;80122;1;0;0
1;0;80122;0;0;0
1;0;80122;0;1;0
0;0;80123;1;0;0
3;0;80123;0;0;0
1;0;80123;1;0;0
1;1;80123;0;1;1
1;0;80123;0;1;1
2;0;80123;1;0;0
0;0;80123;0;0;0
2;0;80123;0;1;0
0;0;80123;1;0;0
1;0;80124;1;0;0
0;1;80124;1;0;1
5;0;80124;1;0;0
2;0;80124;1;1;1
4;0;80124;1;0;0
0;0;80125;1;1;1
2;1;80125;1;0;0
2;0;80125;1;0;0
1;0;80125;1;0;0
1;1;80125;1;1;1
4;1;80126;1;1;1
2;0;80126;1;1;0
1;0;80126;1;0;0
3;1;80126;0;0;1
2;0;80126;0;1;0
1;1;80126;1;1;1
1;1;80126;1;1;1
3;0;80127;0;1;0
1;1;80127;1;1;1
2;1;80127;0;1;1
4;0;80127;1;0;0
2;1;80127;1;0;1
0;0;80127;0;0;0
3;1;80128;0;0;1
2;1;80128;1;1;1
5;1;80128;1;1;1
6;1;80128;1;0;0
2;0;80129;0;0;0
1;1;80129;1;1;1
3;1;80129;1;1;1
4;0;80129;0;0;0
0;0;80129;1;0;0
3;1;80130;0;0;1
1;1;80130;1;1;1
1;1;80130;0;1;1
3;0;80130;1;0;0
3;1;80130;0;0;0
2;0;80130;1;0;0
0;1;80130;1;1;1
5;1;80130;1;0;1
2;1;80131;1;0;1
2;1;80131;1;0;1
3;0;80131;0;0;0
1;1;80131;1;0;1
2;0;80131;1;0;0
2;1;80131;1;0;1
7;1;80131;1;1;1
1;0;80131;1;0;0
2;1;80131;1;1;1
0;1;80131;1;1;1
3;1;80131;1;1;1
4;0;80132;0;0;0
1;1;80132;1;0;1
2;1;80132;1;0;1
1;0;80132;0;0;0
4;0;80132;0;0;0
3;1;80132;1;1;1
0;0;80133;0;0;0
2;0;80133;1;1;1
5;1;80133;1;1;1
0;0;80133;1;0;0
1;0;80133;1;1;1
2;0;80133;1;1;0
1;1;80133;1;1;1
3;1;80134;1;1;1
0;0;80134;0;0;0
0;0;80134;0;0;0
1;1;80134;1;0;1
2;0;80134;1;1;0
1;0;80134;1;1;0
3;0;80134;0;0;0
2;0;80134;1;0;0
2;1;80134;1;1;1
1;1;80134;1;0;1
3;0;80135;1;1;1
1;1;80135;0;0;0
0;1;80135;1;1;1
0;1;80135;1;1;1
1;0;80135;0;0;0
1;1;80135;1;1;1
1;1;80136;1;1;1
0;0;80136;1;0;0
3;0;80136;1;1;0
2;1;80136;0;1;1
2;0;80136;0;0;0
6;0;80136;0;1;0
5;1;80136;1;1;1
0;0;80136;1;0;0
3;1;80136;0;0;0
2;0;80137;1;0;0
0;0;80137;1;0;0
2;0;80137;0;0;0
5;1;80138;1;1;1
2;0;80138;1;0;0
0;0;80138;0;1;0
2;1;80138;1;1;1
2;1;80138;1;0;1
2;1;80138;1;0;1
3;0;80138;0;0;0
4;1;80138;1;0;1
1;1;80138;1;0;1
0;1;80138;1;0;1
2;1;80138;1;0;1
2;1;80139;1;1;1
2;0;80139;0;0;0
2;0;80139;1;0;0
3;1;80139;1;0;1
1;1;80139;1;1;1
1;0;80139;0;0;0
2;0;80139;1;0;0
0;1;80139;1;0;1
4;1;80140;1;0;1
4;0;80140;1;0;0
0;0;80140;1;0;0
0;0;80140;1;0;0
3;1;80140;1;1;1
2;0;80140;1;1;1
2;1;80140;0;0;0
1;1;80141;1;1;1
0;1;80141;1;1;1
0;1;80141;1;1;1
2;0;80141;1;0;0
2;0;80141;1;0;0
2;0;80141;1;1;1
3;0;80141;1;0;0
3;1;80142;1;0;1
1;1;80142;1;1;1
2;0;80142;0;1;0
4;0;80142;1;1;1
2;1;80142;0;1;1
0;1;80142;0;1;1
2;0;80142;1;1;0
1;1;80142;1;1;1
5;1;80142;1;1;1
1;0;80142;1;0;0
1;1;80142;1;0;1
2;0;80143;0;0;0
2;0;80143;0;1;0
1;1;80143;1;1;1
2;1;80143;1;1;1
3;0;80144;0;1;0
4;1;80144;1;1;1
0;1;80144;1;1;1
5;0;80144;1;1;1
1;0;80144;1;0;0
2;0;80144;1;1;1
2;1;80144;0;0;0
2;1;80144;0;1;1
1;0;80145;0;1;0
1;0;80145;0;0;0
4;1;80145;1;0;1
4;0;80145;0;1;0
0;1;80145;1;0;1
2;0;80145;1;0;0
2;0;80145;1;0;0
1;1;80146;1;0;0
4;0;80146;0;1;0
2;0;80146;1;0;0
2;1;80146;1;1;1
4;0;80146;0;0;0
1;0;80147;0;0;0
2;1;80147;0;0;1
4;1;80147;1;1;1
1;0;80147;1;0;0
1;0;80148;0;1;0
2;1;80148;1;1;1
1;0;80148;0;0;0
2;0;80148;0;0;0
3;0;80148;1;0;0
0;0;80148;1;1;1
2;0;80148;0;0;0
3;1;80149;1;1;1
3;1;80149;1;1;1
2;0;80149;1;1;0
2;1;80149;1;0;1
1;0;80150;1;0;0
0;1;80150;1;1;1
3;1;80150;1;0;0
3;0;80150;1;0;0
1;1;80150;1;0;0
3;1;80151;1;1;1
1;0;80151;0;0;0
6;1;80151;1;0;0
2;1;80151;0;0;0
2;0;80151;1;0;0
2;1;80151;1;1;1
1;1;80152;1;0;1
3;0;80152;1;1;1
1;0;80152;1;1;1
4;1;80152;1;1;1
1;0;80153;1;1;1
1;1;80153;1;0;1
2;0;80153;0;0;0
2;0;80153;1;0;0
6;0;80153;1;0;0
1;1;80153;1;0;1
3;0;80153;1;0;0
4;0;80154;0;0;0
1;1;80154;1;1;1
2;0;80154;0;0;0
2;0;80154;0;1;1
3;0;80154;1;1;0
2;0;80154;0;1;0
1;1;80154;1;1;1
0;1;80154;1;1;1
2;1;80154;1;0;0
1;1;80154;1;1;1
2;1;80154;1;1;1
1;0;80154;1;0;0
2;1;80154;1;1;1
2;0;80154;1;0;0
1;0;80155;0;0;0
4;1;80155;1;1;1
3;1;80155;1;1;1
1;0;80155;1;0;0
3;1;80155;1;0;1
2;1;80155;1;1;1
1;1;80155;1;0;1
0;0;80156;1;0;0
0;1;80156;1;0;1
1;1;80156;0;1;1
3;1;80156;1;1;1
3;0;80156;1;0;0
3;1;80157;1;1;1
5;1;80157;1;0;1
3;1;80157;0;0;1
1;0;80157;0;0;0
2;0;80157;0;0;0
1;0;80157;0;0;0
4;0;80157;1;0;0
2;0;80158;1;0;0
2;1;80158;1;0;1
1;0;80158;0;0;0
3;0;80158;1;0;0
1;0;80159;1;0;0
1;1;80159;0;0;0
2;0;80159;1;0;0
0;0;80160;1;0;0
2;0;80160;0;0;0
2;1;80160;1;1;1
1;0;80160;1;0;0
0;0;80160;0;0;0
1;0;80160;1;0;0
1;0;80161;1;0;0
0;0;80161;0;1;0
0;1;80161;1;1;1
0;1;80161;1;0;1
1;0;80161;0;0;0
4;0;80161;0;0;0
1;0;80162;1;1;1
0;1;80162;1;0;1
2;1;80162;1;1;1
2;1;80162;0;1;1
1;1;80162;1;0;1
0;0;80162;0;0;0
0;1;80162;1;0;1
3;1;80162;1;1;1
2;0;80162;0;0;0
1;0;80162;0;0;0
2;0;80162;0;1;0
1;1;80163;0;0;1
2;1;80163;1;0;1
